mileage,make,fuel,gear,offerType,price,hp,year
94000,Toyota,Gasoline,Manual,Used,3300,68.0,2011
111727,Suzuki,Gasoline,Manual,Used,3300,68.0,2011
100000,Hyundai,Gasoline,Manual,Used,3300,77.0,2011
206009,Volkswagen,Diesel,Manual,Used,3303,75.0,2011
91948,Chevrolet,Gasoline,Manual,Used,3390,82.0,2011
150000,Fiat,Gasoline,Manual,Used,3390,69.0,2011
256000,Opel,Diesel,Manual,Used,3400,110.0,2011
131447,Opel,Gasoline,Manual,Used,3400,69.0,2011
82400,Dacia,Gasoline,Manual,Used,3480,75.0,2011
121355,Opel,Gasoline,Manual,Used,3480,101.0,2011
239448,Mercedes-Benz,Diesel,Manual,Used,3490,109.0,2011
61000,Chevrolet,Gasoline,Manual,Used,3490,68.0,2011
188000,Renault,Diesel,Manual,Used,3490,88.0,2011
226000,Renault,Diesel,Manual,Used,3500,150.0,2011
173152,Peugeot,Gasoline,Manual,Used,3599,98.0,2011
228000,Volkswagen,Diesel,Manual,Used,3600,75.0,2011
267784,SEAT,Diesel,Manual,Used,3690,105.0,2011
160000,Ford,Gasoline,Manual,Used,3700,60.0,2011
78100,Renault,Gasoline,Manual,Used,3900,75.0,2012
93400,Mitsubishi,Gasoline,Manual,Used,3950,95.0,2012
98000,Renault,Gasoline,Manual,Used,3950,75.0,2012
98999,SEAT,Gasoline,Manual,Used,3990,60.0,2012
163000,Opel,Gasoline,Manual,Used,3990,69.0,2012
238450,SEAT,Diesel,Manual,Used,3990,105.0,2012
109130,Skoda,Gasoline,Manual,Used,3999,60.0,2012
91000,Opel,Gasoline,Manual,Used,3999,69.0,2012
283000,Opel,Diesel,Manual,Used,3999,125.0,2012
117000,Fiat,Gasoline,Manual,Used,4000,73.0,2012
116000,Nissan,Gasoline,Manual,Used,4000,80.0,2012
87000,Toyota,Gasoline,Manual,Used,4100,68.0,2012
115000,Volkswagen,Gasoline,Manual,Used,4150,75.0,2012
158000,Opel,Other,Manual,Used,4200,86.0,2012
128400,Nissan,Gasoline,Manual,Used,4250,98.0,2012
73057,Hyundai,Gasoline,Manual,Used,4290,77.0,2012
229998,Ford,Diesel,Manual,Used,4290,116.0,2012
56484,Volkswagen,Gasoline,Manual,Used,4299,75.0,2012
177777,Peugeot,Diesel,Automatic,Used,4300,111.0,2012
99000,Volkswagen,Gasoline,Manual,Used,4300,60.0,2012
220468,Opel,Diesel,Manual,Used,4490,95.0,2013
40000,Ford,Gasoline,Manual,Used,4500,69.0,2013
90760,Opel,Gasoline,Manual,Used,4500,69.0,2013
143790,Opel,Gasoline,Manual,Used,4540,87.0,2013
56800,Skoda,Gasoline,Manual,Used,4550,60.0,2013
72000,Renault,Gasoline,Manual,Used,4590,75.0,2013
65300,Skoda,Gasoline,Manual,Used,4650,60.0,2013
76000,Toyota,Gasoline,Manual,Used,4700,68.0,2013
134544,Fiat,Diesel,Manual,Used,4758,75.0,2013
273429,Volkswagen,Diesel,Manual,Used,4800,75.0,2013
186000,Dacia,Diesel,Manual,Used,4850,75.0,2013
87451,Opel,Diesel,Manual,Used,4900,95.0,2013
261313,Opel,Diesel,Manual,Used,4950,90.0,2013
61520,Ford,Gasoline,Manual,Used,4950,69.0,2013
202000,Renault,Diesel,Manual,Used,4950,110.0,2013
124111,Volkswagen,Gasoline,Manual,Used,4950,60.0,2013
157396,Opel,Diesel,Manual,Used,4990,110.0,2013
150000,Opel,Gasoline,Manual,Used,4990,120.0,2013
71000,SEAT,Gasoline,Manual,Used,4999,60.0,2013
82200,Ford,Gasoline,Manual,Used,4400,69.0,2014
90000,Volkswagen,Gasoline,Manual,Used,4490,60.0,2014
184000,Hyundai,Other,Manual,Used,4500,69.0,2014
213060,Renault,Diesel,Manual,Used,4550,131.0,2014
48000,SEAT,Gasoline,Manual,Used,4650,60.0,2014
79000,SEAT,Gasoline,Manual,Used,4690,60.0,2014
95000,SEAT,Gasoline,Manual,Used,4890,69.0,2014
92000,SEAT,Gasoline,Manual,Used,4950,60.0,2014
95554,Citroen,Gasoline,Manual,Used,4999,68.0,2014
44000,Ford,Gasoline,Manual,Used,5000,69.0,2014
118022,Ford,Gasoline,Manual,Used,5000,69.0,2014
75300,Renault,Gasoline,Manual,Used,5000,75.0,2014
115500,Volkswagen,Gasoline,Manual,Used,5190,75.0,2014
93000,SEAT,Gasoline,Manual,Used,5190,69.0,2014
107000,Dacia,Gasoline,Manual,Used,5250,75.0,2014
52000,Suzuki,Gasoline,Manual,Used,5390,94.0,2014
75240,Volkswagen,Gasoline,Manual,Used,5399,60.0,2014
96436,Nissan,Gasoline,Manual,Used,5450,80.0,2014
66300,Hyundai,Gasoline,Manual,Used,5450,67.0,2014
51850,Land,Diesel,Manual,Used,50750,122.0,2015
14763,Land,Diesel,Manual,Used,88000,122.0,2015
14022,Lamborghini,Gasoline,Automatic,Used,349800,751.0,2015
175220,Skoda,Other,Manual,Used,1832,68.0,2015
66000,Dacia,Gasoline,Manual,Used,3950,75.0,2015
162456,Volkswagen,Other,Manual,Used,3980,68.0,2015
46000,Mitsubishi,Gasoline,Manual,Used,3990,71.0,2015
120000,Mitsubishi,Gasoline,Manual,Used,4390,80.0,2015
145000,Ford,Gasoline,Manual,Used,4450,82.0,2015
83110,Skoda,Gasoline,Manual,Used,4490,60.0,2015
159156,Volkswagen,Diesel,Manual,Used,4774,75.0,2015
165805,Opel,Diesel,Manual,Used,4990,136.0,2015
258300,Volkswagen,Diesel,Automatic,Used,4990,110.0,2015
79000,Ford,Gasoline,Manual,Used,4999,69.0,2015
92000,Skoda,Gasoline,Manual,Used,4999,60.0,2015
29990,SEAT,Gasoline,Manual,Used,5200,60.0,2015
69480,Skoda,Gasoline,Manual,Used,5390,60.0,2015
47000,Volkswagen,Gasoline,Manual,Used,5490,60.0,2015
158272,Volkswagen,Gasoline,Manual,Used,5490,60.0,2015
100323,Skoda,Diesel,Automatic,Used,14499,110.0,2016
62900,Volkswagen,Diesel,Manual,Used,14890,150.0,2016
32100,Ford,Gasoline,Manual,Used,14990,125.0,2016
127600,Skoda,Diesel,Manual,Used,14990,150.0,2016
46000,Ford,Diesel,Manual,Used,15750,120.0,2016
82900,Opel,Diesel,Automatic,Used,15900,170.0,2016
74000,Volkswagen,Diesel,Automatic,Used,15990,110.0,2016
76960,BMW,Diesel,Manual,Used,16690,116.0,2016
66050,Opel,Diesel,Manual,Used,16900,160.0,2016
8000,Opel,Gasoline,Semi-automatic,Used,16950,69.0,2016
87500,Kia,Diesel,Automatic,Used,18700,185.0,2016
99870,Jaguar,Diesel,Automatic,Used,18890,163.0,2016
129100,SEAT,Diesel,Automatic,Used,18900,150.0,2016
63717,Skoda,Diesel,Manual,Used,19499,184.0,2016
101893,Audi,Diesel,Automatic,Used,19900,190.0,2016
69300,BMW,Diesel,Automatic,Used,20900,190.0,2016
120000,Audi,Diesel,Automatic,Used,20990,245.0,2016
132200,BMW,Diesel,Automatic,Used,21990,190.0,2016
33900,Volkswagen,Diesel,Manual,Used,22889,102.0,2016
89950,Skoda,Diesel,Automatic,Used,16590,120.0,2017
47500,SEAT,Gasoline,Manual,Used,16960,150.0,2017
17700,Ford,Gasoline,Manual,Used,16990,150.0,2017
120000,Skoda,Diesel,Automatic,Used,18500,190.0,2017
50450,Ford,Gasoline,Manual,Used,18790,250.0,2017
109491,Skoda,Diesel,Manual,Used,18970,120.0,2017
82403,Volkswagen,Diesel,Automatic,Used,19930,150.0,2017
75888,Skoda,Diesel,Automatic,Used,19990,184.0,2017
77815,SEAT,Diesel,Manual,Used,20450,150.0,2017
45798,Ford,Diesel,Automatic,Used,20990,120.0,2017
80567,Opel,Gasoline,Automatic,Used,21380,260.0,2017
66362,Mercedes-Benz,Gasoline,Automatic,Used,21880,156.0,2017
67167,SEAT,Gasoline,Automatic,Used,22490,150.0,2017
45000,Skoda,Gasoline,Automatic,Used,23450,230.0,2017
46289,Audi,Gasoline,Automatic,Used,23930,150.0,2017
51220,Skoda,Diesel,Automatic,Used,24480,190.0,2017
25000,Mercedes-Benz,Diesel,Automatic,Used,24880,170.0,2017
75200,Skoda,Diesel,Automatic,Used,24960,150.0,2017
90349,BMW,Gasoline,Automatic,Used,24989,184.0,2017
51759,SEAT,Gasoline,Manual,Used,16490,116.0,2018
33801,Volkswagen,Gasoline,Manual,Used,16499,110.0,2018
37289,SEAT,Gasoline,Manual,Used,16650,125.0,2018
34600,Volkswagen,Gasoline,Manual,Used,16900,150.0,2018
52464,Hyundai,Gasoline,Manual,Used,17090,132.0,2018
36512,SEAT,Gasoline,Manual,Used,17980,125.0,2018
33346,SEAT,Gasoline,Automatic,Used,18450,150.0,2018
59378,Skoda,Diesel,Automatic,Demonstration,19580,150.0,2018
133168,BMW,Gasoline,Automatic,Used,20899,192.0,2018
42050,SEAT,Gasoline,Automatic,Used,20960,150.0,2018
70017,MINI,Diesel,Automatic,Used,20999,190.0,2018
96031,SEAT,Gasoline,Automatic,Used,21450,150.0,2018
60712,SEAT,Gasoline,Manual,Used,21980,150.0,2018
131704,Skoda,Diesel,Automatic,Used,22570,190.0,2018
93238,SEAT,Diesel,Automatic,Used,22650,190.0,2018
95359,Skoda,Diesel,Automatic,Used,22970,150.0,2018
37023,SEAT,Gasoline,Automatic,Used,23450,150.0,2018
35890,Volkswagen,Gasoline,Automatic,Used,23500,179.0,2018
95368,Skoda,Gasoline,Manual,Used,23780,150.0,2018
16950,SEAT,Gasoline,Automatic,Used,27960,300.0,2018
7686,SEAT,Diesel,Automatic,Used,14960,95.0,2019
17216,SEAT,Gasoline,Manual,Used,15450,95.0,2019
21957,SEAT,Diesel,Manual,Used,15650,95.0,2019
8056,Skoda,Gasoline,Manual,Used,15750,95.0,2019
5511,SEAT,Gasoline,Manual,Used,15960,95.0,2019
8600,SEAT,Other,Manual,Demonstration,15960,90.0,2019
12270,Ford,Gasoline,Automatic,Used,17790,101.0,2019
5319,Volkswagen,Gasoline,Manual,Used,18250,116.0,2019
25,Hyundai,Gasoline,Manual,Used,18390,120.0,2019
38175,SEAT,Diesel,Automatic,Used,18650,95.0,2019
34616,SEAT,Diesel,Manual,Used,19250,116.0,2019
14400,Skoda,Diesel,Manual,Used,19280,116.0,2019
21149,SEAT,Diesel,Manual,Used,19450,116.0,2019
6,Skoda,Diesel,Manual,Pre-registered,19480,116.0,2019
10,Skoda,Diesel,Manual,Pre-registered,19480,116.0,2019
15,Skoda,Diesel,Manual,Pre-registered,19480,116.0,2019
10,Skoda,Gasoline,Manual,Pre-registered,19550,116.0,2019
56831,SEAT,Diesel,Automatic,Used,19650,116.0,2019
12,Skoda,Gasoline,Manual,Pre-registered,19760,116.0,2019
9000,Volkswagen,Gasoline,Manual,Demonstration,28950,150.0,2020
8203,Ford,Gasoline,Manual,Employee's car,28996,280.0,2020
8785,Volkswagen,Gasoline,Manual,Employee's car,29990,131.0,2020
6800,Volkswagen,Gasoline,Automatic,Demonstration,29990,150.0,2020
25,Subaru,Hybrid,Automatic,Pre-registered,29990,150.0,2020
4015,Opel,Diesel,Automatic,Used,30990,170.0,2020
16961,Ford,Diesel,Automatic,Used,31286,190.0,2020
7781,Mercedes-Benz,Gasoline,Automatic,Used,31480,163.0,2020
8800,Volkswagen,Diesel,Manual,Employee's car,31750,150.0,2020
31513,Ford,Diesel,Automatic,Demonstration,31996,190.0,2020
3900,Mitsubishi,Hybrid,Automatic,Demonstration,33300,135.0,2020
9000,Volkswagen,Hybrid,Automatic,Demonstration,33990,156.0,2020
7616,Ford,Diesel,Automatic,Employee's car,34385,190.0,2020
14708,Mercedes-Benz,Gasoline,Automatic,Used,34880,163.0,2020
10800,Ford,Diesel,Automatic,Demonstration,34996,190.0,2020
9990,Volkswagen,Diesel,Automatic,Employee's car,35500,150.0,2020
4000,Volkswagen,Gasoline,Automatic,Demonstration,37750,245.0,2020
16528,Ford,Diesel,Automatic,Demonstration,38993,241.0,2020
7000,Volkswagen,Gasoline,Automatic,Demonstration,39480,190.0,2020
10,SEAT,Gasoline,Manual,Pre-registered,16250,95.0,2021
10,SEAT,Gasoline,Manual,Pre-registered,16650,95.0,2021
0,SEAT,Gasoline,Manual,Demonstration,17680,80.0,2021
10,Skoda,Gasoline,Manual,Pre-registered,17980,95.0,2021
10,SEAT,Gasoline,Manual,Demonstration,18390,95.0,2021
10,SEAT,Gasoline,Manual,Used,18890,95.0,2021
447,SEAT,Gasoline,Manual,Used,18890,95.0,2021
10,Skoda,Gasoline,Manual,Pre-registered,18980,95.0,2021
7,SEAT,Gasoline,Manual,Used,19290,95.0,2021
123950,BMW,Diesel,Automatic,Used,12950,184.0,2011
138407,BMW,Gasoline,Automatic,Used,13450,204.0,2011
36594,Audi,Gasoline,Automatic,Used,76560,525.0,2011
204000,Citroen,Gasoline,Manual,Used,1100,68.0,2011
174489,Peugeot,Gasoline,Manual,Used,1800,120.0,2011
118000,Fiat,Diesel,Manual,Used,1800,75.0,2011
169598,Fiat,Gasoline,Manual,Used,2299,69.0,2011
65000,Renault,Gasoline,Manual,Used,2450,75.0,2011
145000,Ford,Gasoline,Manual,Used,2750,69.0,2011
137000,Toyota,Gasoline,Manual,Used,2900,68.0,2011
117200,Chevrolet,Gasoline,Manual,Used,2990,82.0,2011
39025,Lada,Gasoline,Manual,Used,2990,90.0,2011
120971,Renault,Gasoline,Manual,Used,2990,58.0,2011
163205,SEAT,Gasoline,Manual,Used,2999,60.0,2011
91700,Chevrolet,Gasoline,Manual,Used,2999,68.0,2011
133500,Opel,Gasoline,Manual,Used,3000,86.0,2011
104655,Nissan,Gasoline,Manual,Used,3050,80.0,2011
235591,Volkswagen,Diesel,Automatic,Used,3150,105.0,2011
164121,Chevrolet,Gasoline,Manual,Used,3199,101.0,2011
123500,Renault,Gasoline,Manual,Used,3200,75.0,2011
95148,Volkswagen,Diesel,Manual,Used,12400,140.0,2012
112000,Ford,Diesel,Automatic,Used,12990,163.0,2012
183838,Mercedes-Benz,Diesel,Automatic,Used,14690,265.0,2012
295000,Mercedes-Benz,Diesel,Automatic,Used,16800,258.0,2012
97500,Mercedes-Benz,Gasoline,Automatic,Used,17450,184.0,2012
153000,Toyota,Gasoline,Manual,Used,1250,68.0,2012
264555,Ford,Diesel,Manual,Used,2200,86.0,2012
241900,Ford,Diesel,Manual,Used,2390,69.0,2012
159971,Renault,Gasoline,Manual,Used,2700,75.0,2012
112000,Ford,Gasoline,Manual,Used,2700,69.0,2012
96874,Suzuki,Gasoline,Manual,Used,3000,68.0,2012
210000,Peugeot,Diesel,Manual,Used,3150,111.0,2012
106205,Peugeot,Gasoline,Manual,Used,3300,68.0,2012
211000,Skoda,Gasoline,Manual,Used,3300,105.0,2012
107000,Ford,Gasoline,Manual,Used,3450,69.0,2012
121500,Toyota,Gasoline,Manual,Used,3480,68.0,2012
146000,SEAT,Gasoline,Manual,Used,3490,60.0,2012
186000,SEAT,Gasoline,Manual,Used,3490,60.0,2012
121000,Volkswagen,Gasoline,Manual,Used,3700,75.0,2013
69809,Chevrolet,Gasoline,Manual,Used,3800,68.0,2013
129941,Toyota,Gasoline,Manual,Used,3895,68.0,2013
93740,SEAT,Gasoline,Manual,Used,3900,60.0,2013
139000,Volkswagen,Gasoline,Manual,Used,3990,60.0,2013
93000,Peugeot,Gasoline,Manual,Used,3990,60.0,2013
128000,Ford,Gasoline,Manual,Used,3999,65.0,2013
30500,Ford,Gasoline,Manual,Used,4000,69.0,2013
79625,Skoda,Gasoline,Manual,Used,4180,60.0,2013
94450,Renault,Gasoline,Manual,Used,4190,75.0,2013
95500,SEAT,Gasoline,Manual,Used,4199,75.0,2013
66000,Hyundai,Gasoline,Manual,Used,4200,69.0,2013
92000,Volkswagen,Gasoline,Manual,Used,4290,60.0,2013
89900,smart,Diesel,Semi-automatic,Used,4290,54.0,2013
82993,Citroen,Gasoline,Manual,Used,4390,68.0,2013
92800,Mitsubishi,Gasoline,Manual,Used,4499,80.0,2013
148079,smart,Gasoline,Automatic,Used,4499,71.0,2013
84000,Opel,Gasoline,Manual,Used,4500,87.0,2013
79000,Citroen,Gasoline,Manual,Used,4600,68.0,2013
96000,Kia,Gasoline,Manual,Used,4670,69.0,2013
87600,Volkswagen,Gasoline,Manual,Used,7990,75.0,2014
68800,smart,Gasoline,Automatic,Used,7999,84.0,2014
69432,Opel,Gasoline,Manual,Used,8300,120.0,2014
99500,Hyundai,Gasoline,Manual,Used,8500,90.0,2014
159000,Mitsubishi,Diesel,Automatic,Used,8990,150.0,2014
69200,Opel,Gasoline,Manual,Used,9650,140.0,2014
9812,Hyundai,Gasoline,Automatic,Used,9800,67.0,2014
115450,SsangYong,Diesel,Automatic,Used,9980,155.0,2014
133626,Toyota,Gasoline,Automatic,Used,10990,136.0,2014
119000,Kia,Gasoline,Manual,Used,11990,135.0,2014
219000,Mercedes-Benz,Diesel,Automatic,Used,12400,170.0,2014
52000,Hyundai,Gasoline,Manual,Used,12499,135.0,2014
60650,Hyundai,Gasoline,Manual,Used,12990,135.0,2014
89120,Opel,Diesel,Automatic,Used,13499,194.0,2014
57002,Hyundai,Gasoline,Manual,Used,13800,192.0,2014
93800,Mercedes-Benz,Gasoline,Manual,Used,13990,156.0,2014
87000,Skoda,Gasoline,Automatic,Used,14700,122.0,2014
86050,Mercedes-Benz,Gasoline,Automatic,Used,19850,184.0,2014
142000,Mitsubishi,Diesel,Automatic,Used,23990,200.0,2014
99600,Other,Gasoline,Automatic,Used,26900,381.0,2014
67000,Volkswagen,Diesel,Manual,Used,22950,102.0,2015
80300,Mercedes-Benz,Diesel,Automatic,Used,23300,231.0,2015
125000,BMW,Gasoline,Automatic,Used,24490,306.0,2015
68000,Volkswagen,Diesel,Automatic,Used,24950,239.0,2015
21000,Mercedes-Benz,Gasoline,Automatic,Used,25950,211.0,2015
61800,Jeep,Diesel,Automatic,Used,26999,250.0,2015
28381,Mercedes-Benz,Diesel,Automatic,Used,27750,170.0,2015
77633,BMW,Diesel,Automatic,Used,28900,313.0,2015
59600,Porsche,Diesel,Automatic,Used,39000,262.0,2015
74000,Porsche,Gasoline,Automatic,Used,45950,340.0,2015
224000,Skoda,Diesel,Manual,Used,5945,105.0,2015
52000,Skoda,Gasoline,Manual,Used,5999,60.0,2015
75000,smart,Gasoline,Manual,Used,6099,71.0,2015
64000,Opel,Gasoline,Manual,Used,6699,90.0,2015
107000,Volkswagen,Gasoline,Manual,Used,7400,75.0,2015
49990,smart,Gasoline,Automatic,Used,7799,71.0,2015
102000,Volkswagen,Gasoline,Manual,Used,7990,60.0,2015
138000,SEAT,Diesel,Manual,Used,7999,105.0,2015
37000,smart,Gasoline,Manual,Used,7999,90.0,2015
83336,Dacia,Gasoline,Manual,Used,8690,114.0,2015
146590,Audi,Diesel,Manual,Used,12950,150.0,2016
67100,Audi,Diesel,Manual,Used,13390,116.0,2016
118239,SEAT,Diesel,Automatic,Used,13450,150.0,2016
38256,Volkswagen,Gasoline,Manual,Used,13690,110.0,2016
60500,Opel,Diesel,Automatic,Used,13745,170.0,2016
92683,Skoda,Diesel,Manual,Used,13777,150.0,2016
21448,Volkswagen,Gasoline,Manual,Used,13777,90.0,2016
60500,Opel,Diesel,Automatic,Used,13900,170.0,2016
81661,BMW,Diesel,Manual,Used,14350,150.0,2016
41622,Volkswagen,Gasoline,Manual,Used,14380,110.0,2016
114000,BMW,Diesel,Manual,Used,14699,190.0,2016
57518,Mercedes-Benz,Gasoline,Manual,Used,14700,102.0,2016
44038,Volkswagen,Gasoline,Manual,Used,14790,110.0,2016
23542,Mazda,Gasoline,Manual,Used,14880,120.0,2016
138608,Mercedes-Benz,Diesel,Manual,Used,14900,170.0,2016
54365,Nissan,Gasoline,Automatic,Used,14900,116.0,2016
117800,Nissan,Gasoline,Automatic,Used,14995,116.0,2016
108968,Audi,Gasoline,Automatic,Used,15200,150.0,2016
122965,Mercedes-Benz,Diesel,Automatic,Used,15445,136.0,2016
27145,Volkswagen,Gasoline,Manual,Used,15690,110.0,2016
22551,smart,Electric,Automatic,Used,9850,82.0,2017
42122,Skoda,Gasoline,Manual,Used,9888,75.0,2017
41204,Ford,Diesel,Manual,Used,9950,105.0,2017
70000,SEAT,Diesel,Manual,Used,9980,90.0,2017
110941,Ford,Diesel,Manual,Used,9999,120.0,2017
66477,Volkswagen,Gasoline,Manual,Used,10444,75.0,2017
41110,Volkswagen,Gasoline,Manual,Used,10490,90.0,2017
45004,Volkswagen,Gasoline,Manual,Used,10666,60.0,2017
20000,Opel,Gasoline,Automatic,Used,10750,75.0,2017
145000,SEAT,Diesel,Automatic,Used,10890,116.0,2017
32363,Volkswagen,Gasoline,Manual,Used,10930,75.0,2017
28638,Volkswagen,Gasoline,Manual,Used,11111,90.0,2017
37713,Volkswagen,Gasoline,Manual,Used,11333,90.0,2017
145754,Volkswagen,Diesel,Manual,Used,11499,120.0,2017
63246,Skoda,Gasoline,Manual,Used,11750,110.0,2017
108936,Skoda,Diesel,Manual,Used,11850,150.0,2017
10396,Suzuki,Gasoline,Manual,Used,11880,90.0,2017
157000,Volvo,Diesel,Manual,Used,11980,150.0,2017
108376,Skoda,Diesel,Manual,Used,11999,150.0,2017
19995,Volkswagen,Diesel,Manual,Used,12650,102.0,2017
16491,Volkswagen,Gasoline,Manual,Used,9690,60.0,2018
41388,Volkswagen,Gasoline,Automatic,Used,9888,60.0,2018
23216,Volkswagen,Gasoline,Manual,Used,9990,60.0,2018
19800,Renault,Electric,Automatic,Used,9990,58.0,2018
21685,smart,Gasoline,Automatic,Used,10700,71.0,2018
15538,smart,Electric,Automatic,Used,11333,82.0,2018
129810,Opel,Gasoline,Automatic,Used,11499,150.0,2018
119479,Opel,Diesel,Automatic,Used,11999,136.0,2018
53323,SEAT,Gasoline,Manual,Used,12450,110.0,2018
95000,Opel,Diesel,Automatic,Used,12480,136.0,2018
65000,Opel,Gasoline,Manual,Used,12480,140.0,2018
29729,Volkswagen,Gasoline,Manual,Used,13333,116.0,2018
44086,Volkswagen,Diesel,Manual,Used,13450,102.0,2018
56939,Volkswagen,Diesel,Manual,Used,13450,102.0,2018
21042,Volkswagen,Gasoline,Manual,Used,13777,86.0,2018
37118,SEAT,Gasoline,Manual,Used,13900,110.0,2018
46100,Honda,Gasoline,Manual,Used,14445,129.0,2018
39788,Honda,Gasoline,Manual,Used,14445,129.0,2018
44749,Volkswagen,Gasoline,Manual,Used,14800,110.0,2018
14559,Volkswagen,Gasoline,Manual,Used,14990,86.0,2018
21112,Opel,Diesel,Manual,Used,18980,136.0,2019
8937,Opel,Gasoline,Manual,Used,18990,140.0,2019
15576,Opel,Gasoline,Manual,Used,19990,131.0,2019
26276,Opel,Diesel,Automatic,Used,19990,136.0,2019
27078,Renault,Diesel,Manual,Used,20990,131.0,2019
42053,Ford,Gasoline,Manual,Used,20990,165.0,2019
11663,Renault,Gasoline,Automatic,Used,20990,140.0,2019
22106,Renault,Diesel,Manual,Used,21990,120.0,2019
35645,Nissan,Diesel,Automatic,Used,22590,116.0,2019
8988,Renault,Diesel,Manual,Used,22690,131.0,2019
29101,Renault,Gasoline,Automatic,Used,22990,224.0,2019
19191,Renault,Gasoline,Automatic,Used,22990,224.0,2019
20391,Renault,Gasoline,Automatic,Used,22990,224.0,2019
34025,Renault,Gasoline,Automatic,Used,23990,224.0,2019
18435,Renault,Gasoline,Automatic,Used,23990,140.0,2019
15034,Renault,Gasoline,Automatic,Used,24990,224.0,2019
29233,Renault,Gasoline,Automatic,Used,24990,224.0,2019
87300,Mazda,Diesel,Automatic,Used,25250,184.0,2019
64200,BMW,Gasoline,Automatic,Used,25400,184.0,2019
18755,Opel,Gasoline,Automatic,Used,27990,136.0,2019
10,SEAT,Gasoline,Automatic,Pre-registered,19790,116.0,2020
19416,Opel,Diesel,Manual,Used,19980,131.0,2020
5713,Opel,Gasoline,Automatic,Used,19990,165.0,2020
5113,Renault,Gasoline,Automatic,Used,19990,159.0,2020
21738,Opel,Gasoline,Automatic,Used,19990,131.0,2020
1150,Renault,Hybrid,Automatic,Demonstration,20680,91.0,2020
10,Hyundai,Hybrid,Automatic,Pre-registered,21490,105.0,2020
15511,Nissan,Diesel,Automatic,Used,21980,116.0,2020
10,Skoda,Gasoline,Automatic,Pre-registered,21990,150.0,2020
10,SEAT,Gasoline,Manual,Pre-registered,22890,150.0,2020
26101,Renault,Diesel,Manual,Used,22990,120.0,2020
24632,Renault,Diesel,Manual,Used,22990,120.0,2020
10,Renault,Gasoline,Automatic,Pre-registered,22990,131.0,2020
2264,Renault,Hybrid,Automatic,Used,24990,91.0,2020
1950,Renault,Gasoline,Automatic,Demonstration,26080,140.0,2020
1850,Renault,Electric,Automatic,Demonstration,26330,42.0,2020
1950,Renault,Diesel,Automatic,Demonstration,40580,189.0,2021
1500,Volkswagen,Hybrid,Automatic,Demonstration,41450,150.0,2021
4900,Volkswagen,Gasoline,Automatic,Demonstration,44440,190.0,2021
7900,Volkswagen,Diesel,Automatic,Demonstration,45770,200.0,2021
100,Renault,Gasoline,Manual,Pre-registered,49880,300.0,2021
4900,Skoda,Gasoline,Automatic,Demonstration,49880,190.0,2021
4900,Volkswagen,Diesel,Manual,Demonstration,52870,150.0,2021
1500,Volkswagen,Diesel,Automatic,Demonstration,60650,200.0,2021
100,Volkswagen,Diesel,Automatic,Pre-registered,63440,199.0,2021
10,Volkswagen,Diesel,Automatic,Used,85980,204.0,2021
100,Renault,Gasoline,Manual,Pre-registered,97880,300.0,2021
1,Nissan,Gasoline,Manual,Pre-registered,15490,92.0,2021
990,Dacia,Gasoline,Manual,Demonstration,15560,91.0,2021
1,Nissan,Gasoline,Automatic,Pre-registered,16690,92.0,2021
100,Skoda,Gasoline,Manual,Pre-registered,18340,95.0,2021
10,Renault,Gasoline,Manual,Pre-registered,19490,91.0,2021
1105,Opel,Gasoline,Automatic,Demonstration,21880,131.0,2021
840,Nissan,Gasoline,Manual,Demonstration,22880,140.0,2021
2120,Nissan,Gasoline,Manual,Demonstration,22990,140.0,2021
1,Nissan,Gasoline,Manual,Pre-registered,23800,140.0,2021
74500,Hyundai,Gasoline,Manual,Used,3900,69.0,2011
150000,Peugeot,Diesel,Manual,Used,3990,111.0,2011
88000,smart,Gasoline,Automatic,Used,3990,61.0,2011
130000,Fiat,Diesel,Manual,Used,3990,75.0,2011
110250,Suzuki,Gasoline,Manual,Used,3990,99.0,2011
105877,Fiat,Gasoline,Manual,Used,3999,69.0,2011
101400,smart,Diesel,Automatic,Used,4000,54.0,2011
87500,Fiat,Gasoline,Manual,Used,4000,105.0,2011
119000,Opel,Gasoline,Manual,Used,4150,101.0,2011
149000,Opel,Gasoline,Manual,Used,4200,101.0,2011
206600,Renault,Gasoline,Manual,Used,4250,131.0,2011
54400,Renault,Gasoline,Manual,Used,4350,75.0,2011
108900,Hyundai,Gasoline,Manual,Used,4480,109.0,2011
87900,Opel,Gasoline,Manual,Used,4499,87.0,2011
133300,Ford,Gasoline,Manual,Used,4499,116.0,2011
87000,Ford,Gasoline,Manual,Used,4500,80.0,2011
262609,Ford,Diesel,Manual,Used,4500,90.0,2011
69897,Lada,Gasoline,Manual,Used,4500,83.0,2011
74447,Opel,Gasoline,Manual,Used,4500,86.0,2011
134269,SEAT,Gasoline,Manual,Used,4890,105.0,2012
123875,Ford,Gasoline,Manual,Used,4980,60.0,2012
279000,BMW,Diesel,Manual,Used,4990,163.0,2012
97000,Skoda,Gasoline,Manual,Used,4990,86.0,2012
132000,Renault,Diesel,Manual,Used,4999,110.0,2012
191000,Opel,Diesel,Manual,Used,4999,110.0,2012
125000,Fiat,Gasoline,Manual,Used,4999,77.0,2012
180000,Peugeot,Diesel,Manual,Used,4999,111.0,2012
68789,Nissan,Gasoline,Manual,Used,4999,80.0,2012
